"date","RV","rt","close"
2019-07-02,0.381802837184657,0.807017944,309.79
2019-07-03,0.981071028602077,2.634539566,318.06
2019-07-04,0.642133981118929,-0.906441264,315.19
2019-07-05,0.301043614853303,0.190180412,315.79
2019-07-08,1.58297902835675,-0.56844498,314
2019-07-09,0.367392877400826,-0.831472651,311.4
2019-07-10,0.253239516774185,-0.038543072,311.28
2019-07-11,1.22087024298305,1.691473267,316.59
2019-07-12,0.544263312144353,-0.605131189,314.68
2019-07-15,0.247387570278656,0.12385869,315.07
2019-07-16,0.181293581037924,0.057113848,315.25
2019-07-17,0.362601630722788,-0.496073775,313.69
2019-07-18,0.511563366586994,0.939182586,316.65
2019-07-19,0.541777151747542,1.264667821,320.68
2019-07-22,0.966756061376863,-0.776362527,318.2
2019-07-23,0.244975217635886,-0.611545581,316.26
2019-07-24,0.262711507975926,0.391315824,317.5
2019-07-25,0.173963193504548,0.091296894,317.79
2019-07-26,0.488662115857186,-0.293075133,316.86
2019-07-29,0.361998165763305,0.107245381,317.2
2019-07-30,0.163222208535063,0.387018088,318.43
2019-07-31,0.104370088796032,0.366754325,319.6
2019-08-01,1.05975123093416,-1.494211831,314.86
2019-08-02,1.01569276291957,2.366491505,322.4
2019-08-05,1.84438118163802,2.961300588,332.09
2019-08-06,1.18476398147404,0.333689378,333.2
2019-08-07,0.805482277635879,1.984970384,339.88
2019-08-08,1.96904375533344,0.651047785,342.1
2019-08-09,0.493199185971561,0.379285648,343.4
2019-08-12,0.679663603566581,-0.595830958,341.36
2019-08-13,0.522836751838286,2.379479503,349.58
2019-08-14,3.80538742830893,-2.426361829,341.2
2019-08-15,1.16502082101449,0.892837023,344.26
2019-08-16,0.66817369227161,0.31901654,345.36
2019-08-19,0.569677369638153,-0.40038351,343.98
2019-08-20,0.259634428814317,-0.334881867,342.83
2019-08-21,0.250828024536361,-0.017502917,342.77
2019-08-22,0.204470547510369,0.238941777,343.59
2019-08-23,0.218718054035498,-0.099004143,343.25
2019-08-26,1.97319907156516,3.326430085,354.86
2019-08-27,0.463070640378696,0.295454441,355.91
2019-08-28,0.506705361587354,0.305789188,357
2019-08-29,0.583707521969274,0.594865815,359.13
2019-08-30,0.83511885299936,-1.574437911,353.52
2019-09-02,0.575775393772159,-0.186868312,352.86
2019-09-03,0.345936963087264,0.613091525,355.03
2019-09-04,0.928656720685808,0.438436946,356.59
2019-09-05,0.602428436528837,0.299615205,357.66
2019-09-06,1.64253248932335,-2.812774036,347.74
2019-09-09,2.36521046325195,-0.031637833,347.63
2019-09-10,0.645006429834643,-1.358319102,342.94
2019-09-11,0.600341781477565,0.163160691,343.5
2019-09-12,0.35290242117924,0.212292695,344.23
2019-09-16,0.126952133671866,0.008714724,344.26
2019-09-17,0.368415153145146,-0.302554487,343.22
2019-09-18,0.237842771246253,0.418678288,344.66
2019-09-19,0.62460489114604,-0.337131219,343.5
2019-09-20,0.203084971328238,0.476302016,345.14
2019-09-23,0.582525940892455,1.051989008,348.79
2019-09-25,0.634813191066272,0.621120009,352.07
2019-09-26,0.963549812476407,-1.387143465,347.22
2019-09-27,0.546813254810674,-0.600845299,345.14
2019-09-30,0.371682231601611,-0.240771746,344.31
2019-10-08,0.0923606331139906,-0.287945751,343.32
2019-10-09,0.265605050676512,1.408535094,348.19
2019-10-10,0.575788484548798,-0.550061145,346.28
2019-10-11,0.4767037691652,-0.558911436,344.35
2019-10-14,0.667056363848576,-1.439084182,339.43
2019-10-15,0.261122746479074,0.358781705,340.65
2019-10-16,0.389277505126495,-0.238063861,339.84
2019-10-17,0.571893050390018,0.440412938,341.34
2019-10-18,0.197213764766477,-0.266952356,340.43
2019-10-21,0.182915441846768,0.017623216,340.49
2019-10-22,0.203753597985242,-0.267619669,339.58
2019-10-23,0.140713649294137,0.358623507,340.8
2019-10-24,0.12629490397315,-0.314461047,339.73
2019-10-25,0.306726557072272,1.208341331,343.86
2019-10-28,0.398318147221497,-0.078551171,343.59
2019-10-29,0.278845237333924,-1.035642046,340.05
2019-10-30,0.204798222618625,-0.150090524,339.54
2019-10-31,0.231484232115595,0.191252467,340.19
2019-11-01,0.233597177819885,0.860509905,343.13
2019-11-04,0.271124944685743,-0.195452155,342.46
2019-11-05,0.208410661831005,-0.559290487,340.55
2019-11-06,0.515412639118281,-1.464198309,335.6
2019-11-07,0.404101361813419,-0.035763248,335.48
2019-11-08,0.886356991261732,-1.422977389,330.74
2019-11-11,0.75819875197448,-0.063514149,330.53
2019-11-12,0.440554523428881,-0.93009789,327.47
2019-11-13,0.37578799554801,0.99361204,330.74
2019-11-14,0.305348048461756,0.313953044,331.78
2019-11-15,0.316978458052944,-0.274654968,330.87
2019-11-18,0.14447441209301,-0.102812226,330.53
2019-11-19,0.359588915645359,0.612286821,332.56
2019-11-20,0.26729267304068,0.234269517,333.34
2019-11-21,0.386932080431743,-0.054013505,333.16
2019-11-22,0.279545661959485,-0.171235491,332.59
2019-11-25,0.286832353419352,-0.666699303,330.38
2019-11-26,0.21245660835888,-0.096905101,330.06
2019-11-27,0.164520612748349,0.13624599,330.51
2019-11-28,0.14378372392328,-0.175640527,329.93
2019-11-29,0.0659404088240277,0.157485117,330.45
2019-12-02,0.155052954305332,0.148172815,330.94
2019-12-03,0.213302927391343,0.319787885,332
2019-12-04,0.39893936021912,1.844332919,338.18
2019-12-05,0.315998582149771,-0.79563417,335.5
2019-12-06,0.241823730418614,-0.448096344,334
2019-12-09,0.367433170930293,-0.627714515,331.91
2019-12-10,0.101023423614985,0.114423379,332.29
2019-12-11,0.16366058076453,0.060170284,332.49
2019-12-12,0.0810633908830916,0.48006333,334.09
2019-12-13,1.86170656849227,-1.149991601,330.27
2019-12-16,1.51887347923217,1.063150948,333.8
2019-12-17,0.139136941970457,-0.098910494,333.47
2019-12-18,0.0788821434918681,0.059957432,333.67
2019-12-19,0.120046756171945,-0.134954811,333.22
2019-12-20,0.0821666974780906,0.290676101,334.19
2019-12-23,0.166103250706567,0.44486317,335.68
2019-12-24,0.123299770425587,0.306370055,336.71
2019-12-25,0.159096615215312,0.53020666,338.5
2019-12-26,0.147470167711673,0.28614855,339.47
2019-12-27,0.233508328154532,0.270644121,340.39
2019-12-30,0.138480101452973,0.026436765,340.48
2019-12-31,0.137606136552826,0.53895854,342.32
2020-01-02,0.0469533694389444,-0.301341636,341.29
2020-01-03,0.312865780870867,1.497708772,346.44
2020-01-06,0.595888996675775,2.161551786,354.01
2020-01-07,0.791794886987598,-0.754228368,351.35
2020-01-08,0.963145895963756,1.337254707,356.08
2020-01-09,1.96467283456566,-3.033645794,345.44
2020-01-10,0.425077053361785,0.413110322,346.87
2020-01-13,0.673438649839547,-0.294491494,345.85
2020-01-14,0.345028900556499,-0.888714028,342.79
2020-01-15,0.240385850160824,0.625247409,344.94
2020-01-16,0.286954795377054,0.156426555,345.48
2020-01-17,0.213794219347668,-0.345042893,344.29
2020-01-20,0.144581441511433,0.249477966,345.15
2020-01-21,0.265260639713874,0.833831055,348.04
2020-01-22,0.456150229488876,-0.619661026,345.89
2020-01-23,0.314646055458998,0.340568327,347.07
2020-02-03,0.223778825453819,2.534806079,355.98
2020-02-04,0.417739113243038,-0.58036506,353.92
2020-02-05,0.582687882705347,-0.578069051,351.88
2020-02-06,0.389162364241088,-0.638615467,349.64
2020-02-07,0.279150833289652,0.570387127,351.64
2020-02-10,0.516158663670636,0.386013195,353
2020-02-11,0.169552896245743,-0.252443015,352.11
2020-02-12,0.27790087112582,-0.372736628,350.8
2020-02-13,0.168216844550339,0.826110786,353.71
2020-02-14,0.272117213674009,0.065003888,353.94
2020-02-17,0.114979838376696,0.408837077,355.39
2020-02-18,0.0610671591064963,0.555588162,357.37
2020-02-19,0.402779235405701,1.049403515,361.14
2020-02-20,0.317909438268842,0.320690311,362.3
2020-02-21,0.40919111678612,1.962401382,369.48
2020-02-24,0.8531316284441,2.099702206,377.32
2020-02-25,1.31595885155089,-1.977983523,369.93
2020-02-26,0.756525540509755,0.45849371,371.63
2020-02-27,1.06773693571281,-0.102304553,371.25
2020-02-28,1.46545179212276,-1.588304617,365.4
2020-03-02,3.05022563453321,-1.767025546,359
2020-03-03,0.734879987669759,-0.214715027,358.23
2020-03-04,2.00888468571216,1.78998596,364.7
2020-03-05,0.517583738188399,0.336696046,365.93
2020-03-06,0.825285511973816,1.927040064,373.05
2020-03-09,5.7675203064616,-0.067037611,372.8
2020-03-10,1.39298495510066,-1.657982183,366.67
2020-03-11,0.68571090805081,0.806729803,369.64
2020-03-12,0.876981440164004,-0.921339869,366.25
2020-03-13,5.72267420186059,-2.987530283,355.47
2020-03-16,10.178530451312,-3.088243364,344.66
2020-03-17,7.34802506716917,-4.110492202,330.78
2020-03-18,7.73245247110043,2.203608219,338.15
2020-03-19,4.78081288652734,-0.730146898,335.69
2020-03-20,2.73546812752114,1.287514271,340.04
2020-03-23,1.28486748070833,-0.380088556,338.75
2020-03-24,2.59460865256457,5.21932583,356.9
2020-03-25,2.3133694445842,1.824113212,363.47
2020-03-26,0.944233125505784,-0.297578265,362.39
2020-03-27,0.740132994672797,0.985770713,365.98
2020-03-30,0.833713653875288,-0.542481946,364
2020-03-31,0.457971893576764,-0.065955812,363.76
2020-04-01,1.08769820392657,-1.011253886,360.1
2020-04-02,1.28717327928094,0.066625953,360.34
2020-04-03,0.662404059176658,0.655558672,362.71
2020-04-07,0.308369424503327,2.235582867,370.91
2020-04-08,0.892183922375784,-0.164595766,370.3
2020-04-09,0.367414346056878,0.129540688,370.78
2020-04-10,0.564288599148684,0.486972457,372.59
2020-04-13,0.244894683415333,-0.220323589,371.77
2020-04-14,0.442077442039973,1.402285295,377.02
2020-04-15,0.761049946684392,-0.881814087,373.71
2020-04-16,0.586861829010116,1.228673507,378.33
2020-04-17,1.66828682371063,-2.250709783,369.91
2020-04-20,0.96592703985656,0,369.91
2020-04-21,0.460541536289838,1.267913942,374.63
2020-04-22,0.995584922200759,-0.430683472,373.02
2020-04-23,0.931548382921379,1.52971232,378.77
2020-04-24,0.629902710191028,0.851762556,382.01
2020-04-27,0.647901396328766,-0.48019615,380.18
2020-04-28,0.519913791064027,-0.951431671,376.58
2020-04-29,0.389583786023628,0.445128179,378.26
2020-04-30,0.427675587282192,0.640360578,380.69
2020-05-06,0.116419164312294,-0.176151273,380.02
2020-05-07,0.388821864595645,-0.535614267,377.99
2020-05-08,0.410184633368319,1.314113894,382.99
2020-05-11,0.657851301010773,-0.457978111,381.24
2020-05-12,0.227704524377527,-0.125984269,380.76
2020-05-13,0.218204277761835,-0.018385974,380.69
2020-05-14,0.361661067258327,0.623234446,383.07
2020-05-15,0.765059456500931,1.500164156,388.86
2020-05-18,1.06874933907781,2.340848755,398.07
2020-05-19,1.29874882563628,-1.490695115,392.18
2020-05-20,0.389939119948928,1.150982411,396.72
2020-05-21,0.444075913267164,-1.20199241,391.98
2020-05-22,0.752885760835053,0.035709731,392.12
2020-05-25,0.422252875311352,-0.186341007,391.39
2020-05-26,0.241738240822729,0.374880898,392.86
2020-05-27,0.523907732758798,-0.838407856,389.58
2020-05-28,0.664345454257448,0.654968314,392.14
2020-05-29,0.340487266373107,-0.056118156,391.92
2020-06-01,0.265052575399403,0.962388241,395.71
2020-06-02,0.22816839525458,-0.255563707,394.7
2020-06-03,0.493646112769104,-0.977654307,390.86
2020-06-04,0.728114097290267,-0.860778469,387.51
2020-06-05,0.598271985653527,0.051598257,387.71
2020-06-08,0.928559174018797,-0.97713471,383.94
2020-06-09,0.3812499246611,0.218545201,384.78
2020-06-10,0.209986415743845,1.052192275,388.85
2020-06-11,0.459772463538261,0.845075452,392.15
2020-06-12,0.726289235683734,-0.1403509,391.6
2020-06-15,0.434078980980889,-0.769037371,388.6
2020-06-16,0.674335103119263,0.277535255,389.68
2020-06-17,0.437034787132266,0.143604497,390.24
2020-06-18,0.152278461377271,-0.089728641,389.89
2020-06-19,0.207981839442343,0.202416252,390.68
2020-06-22,0.258002095335301,0.876662087,394.12
2020-06-23,0.42025072125197,0.035515868,394.26
2020-06-24,0.188163512029139,0.7177548,397.1
2020-06-29,0.0676738259181647,0.037766728,397.25
2020-06-30,0.107852987425229,0.1710305,397.93
2020-07-01,0.187184596124257,0.693690722324103,400.7
2020-07-02,0.437919025503164,-1.15210671829447,396.11
2020-07-03,0.365308082352434,0.355329683491057,397.52
2020-07-06,0.0857767997165624,-0.161127930127147,396.88
2020-07-07,0.130413503747159,0.0780787627661539,397.19
2020-07-08,0.166979405874297,0.559873922021215,399.42
2020-07-09,0.316329614111504,0.636396412795914,401.97
2020-07-10,0.647036798792785,-0.608860271436651,399.53
2020-07-13,0.162772780549886,0.392191652174745,401.1
2020-07-14,0.21694710337145,-0.252125097672895,400.09
2020-07-15,0.21344421267094,0.144862406071233,400.67
2020-07-16,0.210760455087587,-0.254898178796292,399.65
2020-07-17,0.331686482138579,-0.66780726189597,396.99
2020-07-20,0.142628227077195,0.341992437330685,398.35
2020-07-21,0.208657487105426,0.767724490497201,401.42
2020-07-22,1.57941840885428,2.16122062577533,410.19
2020-07-23,0.975023306314658,0.610046976943579,412.7
2020-07-24,0.75168992308187,1.18030998098932,417.6
2020-07-27,1.1220536986618,2.08772881658064,426.41
2020-07-28,3.31872039929232,-0.331215580981858,425
2020-07-29,1.53253910451387,0.467142482622673,426.99
2020-07-30,1.07853366841147,-1.27035965234912,421.6
2020-07-31,1.20012250939319,1.64904173180238,428.61
2020-08-03,0.640594216443298,-0.198512390470018,427.76
2020-08-04,0.283869597971553,0.0724442970117423,428.07
2020-08-05,1.06579779917857,2.67149673213769,439.66
2020-08-06,1.18453002222651,0.637096460754982,442.47
2020-08-07,1.41818206325131,0.731828663933243,445.72
2020-08-10,1.59753273800346,-0.838107010115507,442
2020-08-11,1.53974393568495,-2.23288925418874,432.24
2020-08-12,10.8190422880331,-6.3367019323409,405.7
2020-08-13,1.7177850514559,1.59189580176147,412.21
2020-08-14,2.85707712142163,1.01614380970325,416.42
2020-08-17,1.31695316349679,0.953605926249246,420.41
2020-08-18,1.18903986582449,2.1787046603345,429.67
2020-08-19,2.74019787161711,-1.44639581007766,423.5
2020-08-20,3.33258888621358,-2.08052549068807,414.78
2020-08-21,1.31177183445796,-0.106136636748566,414.34
2020-08-24,1.94209787002352,0.390220897428861,415.96
2020-08-25,0.881523694941927,-0.520633648058855,413.8
2020-08-26,0.462130363055107,-0.343751094987432,412.38
2020-08-27,1.09837318845345,1.24590432376692,417.55
2020-08-28,3.36478500645447,0,417.55
2020-08-31,0.520916775142043,0.275037542585999,418.7
2020-09-01,0.482531261356306,1.20125842111731,423.76
2020-09-02,0.700240203968382,-1.22514472243713,418.6
2020-09-03,0.883998796209565,-1.17022228575436,413.73
2020-09-04,0.892602334724836,0.0724847813701857,414.03
2020-09-07,1.43137544108766,-0.261191471133237,412.95
2020-09-08,0.272078836118124,0.258776158048146,414.02
2020-09-09,1.00502761059156,-0.0144931037234564,413.96
2020-09-10,0.473161131075508,0.719695973302148,416.95
2020-09-11,0.5009879338165,-0.46395986924459,415.02
2020-09-14,0.413442051299417,0.207004526922105,415.88
2020-09-15,0.18952927586639,0.290526873979235,417.09
2020-09-16,0.380273183001403,-0.204000886751388,416.24
2020-09-17,0.436385946085957,-0.728187819738579,413.22
2020-09-18,0.323167082924919,0.379222927625023,414.79
2020-09-21,0.292106121886502,0.0891620036176377,415.16
2020-09-22,4.74568908328212,-2.6036973782996,404.49
2020-09-23,1.33022096400444,-1.19627873768797,399.68
2020-09-24,1.13912491568962,-1.12722610634997,395.2
2020-09-25,0.907572196010874,1.07967677302172,399.49
2020-09-28,0.377818606348646,-0.197947921662145,398.7
2020-09-29,0.419861578896315,1.22150340921454,403.6
2020-09-30,0.287552939987827,-0.23814260113495,402.64
2020-10-09,0.348621304200325,0.354526781072817,404.07
2020-10-12,0.476504193590775,1.00956240105452,408.17
2020-10-13,0.308528820523357,-0.449350671991411,406.34
2020-10-14,0.781771419529489,-1.05889163563297,402.06
2020-10-15,0.359841584539083,-0.0248750032376677,401.96
2020-10-16,0.377738807608446,0.417081041557044,403.64
2020-10-19,0.36362353148571,0.0495368316465239,403.84
2020-10-20,0.318386396195015,-0.618489533520705,401.35
2020-10-21,0.256098374601157,0.571430126343841,403.65
2020-10-22,0.289859486610877,0.0742942084692721,403.95
2020-10-23,0.350614544796724,-0.449082122821665,402.14
2020-10-26,0.38708812363152,-0.421137192780918,400.45
2020-10-27,0.278909423611591,0.870219315602583,403.95
2020-10-28,0.148454775150315,0.0866068721007807,404.3
2020-10-29,0.459567847824507,-1.26946322094161,399.2
2020-10-30,0.679746002393817,-0.696306371497712,396.43
2020-11-02,0.371774484102906,0.751401411833541,399.42
2020-11-03,0.286453724035361,0.407261297226658,401.05
2020-11-04,0.590345524405724,0.363383345755608,402.51
2020-11-05,0.482373029441302,0.163836795659211,403.17
2020-11-06,0.601685931624784,0.938116342508177,406.97
2020-11-09,0.482232550209855,-0.214003795991147,406.1
2020-11-10,2.10849549420311,-2.5538821299663,395.86
2020-11-11,0.273782633578007,-0.516666127556498,393.82
2020-11-12,0.534778828849037,0.137024558981658,394.36
2020-11-13,0.256757287332993,0.339215068453758,395.7
2020-11-16,0.312609996005221,-0.154276134242703,395.09
2020-11-17,0.367420873557588,-0.0632967499264225,394.84
2020-11-18,0.265561142529232,-0.518004306937669,392.8
2020-11-19,0.28540973770455,-0.513024517541094,390.79
2020-11-20,0.32277573539697,0.153417402051836,391.39
2020-11-23,0.262097673576984,0.112356693212146,391.83
2020-11-24,0.90869492831722,-2.40209906939794,382.53
2020-11-25,0.500485158393986,-1.09873884230298,378.35
2020-11-26,0.272301524328492,0.0502054470242541,378.54
2020-11-27,0.242610690170379,-0.0819271422860979,378.23
2020-11-30,2.10133344887927,-2.38389992834849,369.32
2020-12-01,0.692524912098123,0.827821529153905,372.39
2020-12-02,0.510344330145856,1.39996686683501,377.64
2020-12-03,0.667223544227642,1.23165934055862,382.32
2020-12-04,0.600661723866801,-0.115153114006983,381.88
2020-12-07,0.492693749955545,-0.0523861921981172,381.68
2020-12-08,0.570816743204474,1.31959282453238,386.75
2020-12-09,0.745891313294453,-0.669332649853605,384.17
2020-12-10,0.857875586982735,-0.776099117459239,381.2
2020-12-11,0.597357313867171,-0.215341872653152,380.38
2020-12-14,0.372831698073352,0,380.38
2020-12-15,0.497399659501058,0.785591135649888,383.38
2020-12-16,0.467650057336501,0.535887445654737,385.44
2020-12-17,0.412426285613924,0.680019685549116,388.07
2020-12-18,0.517623578084312,0.465326374695696,389.88
2020-12-21,0.770937299707867,1.58024586902101,396.09
2020-12-22,0.817186359991632,-1.70343652211207,389.4
2020-12-23,0.501241182934959,-0.231392313039702,388.5
2020-12-24,0.482753026642174,0.269905696916517,389.55
2020-12-25,0.274929682432397,0.499328865399029,391.5
2020-12-28,0.43522665195266,0.0306466444323306,391.62
2020-12-29,0.557698740315626,-0.409396201508638,390.02
2020-12-30,0.490160179345926,0.00769161742280033,390.05
2020-12-31,0.364476741331018,0.483383081658584,391.94
